"Group.1","Group.2","Group.3","Group.4","x"
"../scenariosimul/connect-4Train.csv",4,"forest","recall",0.627205166063267
"../scenariosimul/covtype.data",4,"forest","recall",0.695951813699937
"../scenariosimul/HIGGS.csv",4,"forest","recall",0.624671719125491
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv",4,"forest","recall",0.590293697862357
"../scenariosimul/scenariosimulC8D3G3STDEV0.05.csv",4,"forest","recall",0.792291066207359
"../scenariosimul/spambase.data",4,"forest","recall",0.904161194887371
"../scenariosimul/cleankdd_train.csv",7,"forest","recall",0.963834299347268
"../scenariosimul/connect-4Train.csv",7,"forest","recall",0.627205166063267
"../scenariosimul/covtype.data",7,"forest","recall",0.695951813699937
"../scenariosimul/HIGGS.csv",7,"forest","recall",0.624671719125491
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv",7,"forest","recall",0.590293697862357
"../scenariosimul/scenariosimulC8D3G3STDEV0.05.csv",7,"forest","recall",0.792291066207359
"../scenariosimul/spambase.data",7,"forest","recall",0.904161194887371
"../scenariosimul/cleankdd_train.csv",11,"forest","recall",0.963834299347268
"../scenariosimul/connect-4Train.csv",11,"forest","recall",0.627205166063267
"../scenariosimul/covtype.data",11,"forest","recall",0.695951813699937
"../scenariosimul/HIGGS.csv",11,"forest","recall",0.624671719125491
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv",11,"forest","recall",0.590293697862357
"../scenariosimul/scenariosimulC8D3G3STDEV0.05.csv",11,"forest","recall",0.792291066207359
"../scenariosimul/spambase.data",11,"forest","recall",0.904161194887371
"../scenariosimul/cleankdd_train.csv",15,"forest","recall",0.963834299347268
"../scenariosimul/connect-4Train.csv",15,"forest","recall",0.627205166063267
"../scenariosimul/covtype.data",15,"forest","recall",0.695951813699937
"../scenariosimul/HIGGS.csv",15,"forest","recall",0.624671719125491
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv",15,"forest","recall",0.590293697862357
"../scenariosimul/scenariosimulC8D3G3STDEV0.05.csv",15,"forest","recall",0.792291066207359
"../scenariosimul/spambase.data",15,"forest","recall",0.904161194887371
"../scenariosimul/cleankdd_train.csv",2,"lda","recall",0.873643904907837
"../scenariosimul/connect-4Train.csv",2,"lda","recall",0.556534156818547
"../scenariosimul/covtype.data",2,"lda","recall",0.591318512532684
"../scenariosimul/HIGGS.csv",2,"lda","recall",0.600122088163287
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv",2,"lda","recall",0.493035994525547
"../scenariosimul/scenariosimulC8D3G3STDEV0.05.csv",2,"lda","recall",0.35189450468769
"../scenariosimul/spambase.data",2,"lda","recall",0.858997517226587
"../scenariosimul/cleankdd_train.csv",4,"lda","recall",0.873643904907837
"../scenariosimul/connect-4Train.csv",4,"lda","recall",0.556534156818547
"../scenariosimul/covtype.data",4,"lda","recall",0.591318512532684
"../scenariosimul/HIGGS.csv",4,"lda","recall",0.600122088163287
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv",4,"lda","recall",0.493035994525547
"../scenariosimul/scenariosimulC8D3G3STDEV0.05.csv",4,"lda","recall",0.35189450468769
"../scenariosimul/spambase.data",4,"lda","recall",0.858997517226587
"../scenariosimul/cleankdd_train.csv",7,"lda","recall",0.873643904907837
"../scenariosimul/connect-4Train.csv",7,"lda","recall",0.556534156818547
"../scenariosimul/covtype.data",7,"lda","recall",0.591318512532684
"../scenariosimul/HIGGS.csv",7,"lda","recall",0.600122088163287
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv",7,"lda","recall",0.493035994525547
"../scenariosimul/scenariosimulC8D3G3STDEV0.05.csv",7,"lda","recall",0.35189450468769
"../scenariosimul/spambase.data",7,"lda","recall",0.858997517226587
"../scenariosimul/cleankdd_train.csv",11,"lda","recall",0.873643904907837
"../scenariosimul/connect-4Train.csv",11,"lda","recall",0.556534156818547
"../scenariosimul/covtype.data",11,"lda","recall",0.591318512532684
"../scenariosimul/HIGGS.csv",11,"lda","recall",0.600122088163287
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv",11,"lda","recall",0.493035994525547
"../scenariosimul/scenariosimulC8D3G3STDEV0.05.csv",11,"lda","recall",0.35189450468769
"../scenariosimul/spambase.data",11,"lda","recall",0.858997517226587
"../scenariosimul/cleankdd_train.csv",15,"lda","recall",0.873643904907837
"../scenariosimul/connect-4Train.csv",15,"lda","recall",0.556534156818547
"../scenariosimul/covtype.data",15,"lda","recall",0.591318512532684
"../scenariosimul/HIGGS.csv",15,"lda","recall",0.600122088163287
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv",15,"lda","recall",0.493035994525547
"../scenariosimul/scenariosimulC8D3G3STDEV0.05.csv",15,"lda","recall",0.35189450468769
"../scenariosimul/spambase.data",15,"lda","recall",0.858997517226587
"../scenariosimul/cleankdd_train.csv",2,"multinom","recall",0.927374247294127
"../scenariosimul/connect-4Train.csv",2,"multinom","recall",0.584295258813353
"../scenariosimul/covtype.data",2,"multinom","recall",0.627199989169146
"../scenariosimul/HIGGS.csv",2,"multinom","recall",0.596581353784836
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv",2,"multinom","recall",0.492254744525547
"../scenariosimul/scenariosimulC8D3G3STDEV0.05.csv",2,"multinom","recall",0.369219271630277
"../scenariosimul/spambase.data",2,"multinom","recall",0.850809066604361
"../scenariosimul/cleankdd_train.csv",4,"multinom","recall",0.927374247294127
"../scenariosimul/connect-4Train.csv",4,"multinom","recall",0.584295258813353
"../scenariosimul/covtype.data",4,"multinom","recall",0.627199989169146
"../scenariosimul/HIGGS.csv",4,"multinom","recall",0.596581353784836
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv",4,"multinom","recall",0.492254744525547
"../scenariosimul/scenariosimulC8D3G3STDEV0.05.csv",4,"multinom","recall",0.369219271630277
"../scenariosimul/spambase.data",4,"multinom","recall",0.850809066604361
"../scenariosimul/cleankdd_train.csv",7,"multinom","recall",0.927374247294127
"../scenariosimul/connect-4Train.csv",7,"multinom","recall",0.584295258813353
"../scenariosimul/covtype.data",7,"multinom","recall",0.627199989169146
"../scenariosimul/HIGGS.csv",7,"multinom","recall",0.596581353784836
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv",7,"multinom","recall",0.492254744525547
"../scenariosimul/scenariosimulC8D3G3STDEV0.05.csv",7,"multinom","recall",0.369219271630277
"../scenariosimul/spambase.data",7,"multinom","recall",0.850809066604361
"../scenariosimul/cleankdd_train.csv",11,"multinom","recall",0.927374247294127
"../scenariosimul/connect-4Train.csv",11,"multinom","recall",0.584295258813353
"../scenariosimul/covtype.data",11,"multinom","recall",0.627199989169146
"../scenariosimul/HIGGS.csv",11,"multinom","recall",0.596581353784836
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv",11,"multinom","recall",0.492254744525547
"../scenariosimul/scenariosimulC8D3G3STDEV0.05.csv",11,"multinom","recall",0.369219271630277
"../scenariosimul/spambase.data",11,"multinom","recall",0.850809066604361
"../scenariosimul/cleankdd_train.csv",15,"multinom","recall",0.927374247294127
"../scenariosimul/connect-4Train.csv",15,"multinom","recall",0.584295258813353
"../scenariosimul/covtype.data",15,"multinom","recall",0.627199989169146
"../scenariosimul/HIGGS.csv",15,"multinom","recall",0.596581353784836
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv",15,"multinom","recall",0.492254744525547
"../scenariosimul/scenariosimulC8D3G3STDEV0.05.csv",15,"multinom","recall",0.369219271630277
"../scenariosimul/spambase.data",15,"multinom","recall",0.850809066604361
"../scenariosimul/cleankdd_train.csv",2,"svm","recall",0.90217323423186
"../scenariosimul/connect-4Train.csv",2,"svm","recall",0.621150452237879
"../scenariosimul/covtype.data",2,"svm","recall",0.589976618366268
"../scenariosimul/HIGGS.csv",2,"svm","recall",0.57143639339384
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv",2,"svm","recall",0.584376798748697
"../scenariosimul/scenariosimulC8D3G3STDEV0.05.csv",2,"svm","recall",0.761308585007244
"../scenariosimul/spambase.data",2,"svm","recall",0.721509477591074
"../scenariosimul/cleankdd_train.csv",4,"svm","recall",0.90217323423186
"../scenariosimul/connect-4Train.csv",4,"svm","recall",0.621150452237879
"../scenariosimul/covtype.data",4,"svm","recall",0.589976618366268
"../scenariosimul/HIGGS.csv",4,"svm","recall",0.57143639339384
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv",4,"svm","recall",0.584376798748697
"../scenariosimul/scenariosimulC8D3G3STDEV0.05.csv",4,"svm","recall",0.761308585007244
"../scenariosimul/spambase.data",4,"svm","recall",0.721509477591074
"../scenariosimul/cleankdd_train.csv",7,"svm","recall",0.90217323423186
"../scenariosimul/connect-4Train.csv",7,"svm","recall",0.621150452237879
"../scenariosimul/covtype.data",7,"svm","recall",0.589976618366268
"../scenariosimul/HIGGS.csv",7,"svm","recall",0.57143639339384
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv",7,"svm","recall",0.584376798748697
"../scenariosimul/scenariosimulC8D3G3STDEV0.05.csv",7,"svm","recall",0.761308585007244
"../scenariosimul/spambase.data",7,"svm","recall",0.721509477591074
"../scenariosimul/cleankdd_train.csv",11,"svm","recall",0.90217323423186
"../scenariosimul/connect-4Train.csv",11,"svm","recall",0.621150452237879
"../scenariosimul/covtype.data",11,"svm","recall",0.589976618366268
"../scenariosimul/HIGGS.csv",11,"svm","recall",0.57143639339384
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv",11,"svm","recall",0.584376798748697
"../scenariosimul/scenariosimulC8D3G3STDEV0.05.csv",11,"svm","recall",0.761308585007244
"../scenariosimul/spambase.data",11,"svm","recall",0.721509477591074
"../scenariosimul/cleankdd_train.csv",15,"svm","recall",0.90217323423186
"../scenariosimul/connect-4Train.csv",15,"svm","recall",0.621150452237879
"../scenariosimul/covtype.data",15,"svm","recall",0.589976618366268
"../scenariosimul/HIGGS.csv",15,"svm","recall",0.57143639339384
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv",15,"svm","recall",0.584376798748697
"../scenariosimul/scenariosimulC8D3G3STDEV0.05.csv",15,"svm","recall",0.761308585007244
"../scenariosimul/spambase.data",15,"svm","recall",0.721509477591074
"../scenariosimul/cleankdd_train.csv",2,"xgboost","recall",0.932939370804819
"../scenariosimul/connect-4Train.csv",2,"xgboost","recall",0.627832918358991
"../scenariosimul/covtype.data",2,"xgboost","recall",0.679590202980701
"../scenariosimul/HIGGS.csv",2,"xgboost","recall",0.616802625871872
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv",2,"xgboost","recall",0.556568997653806
"../scenariosimul/scenariosimulC8D3G3STDEV0.05.csv",2,"xgboost","recall",0.709704510860722
"../scenariosimul/spambase.data",2,"xgboost","recall",0.89837016075594
"../scenariosimul/cleankdd_train.csv",4,"xgboost","recall",0.932939370804819
"../scenariosimul/connect-4Train.csv",4,"xgboost","recall",0.627832918358991
"../scenariosimul/covtype.data",4,"xgboost","recall",0.679590202980701
"../scenariosimul/HIGGS.csv",4,"xgboost","recall",0.616802625871872
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv",4,"xgboost","recall",0.556568997653806
"../scenariosimul/scenariosimulC8D3G3STDEV0.05.csv",4,"xgboost","recall",0.709704510860722
"../scenariosimul/spambase.data",4,"xgboost","recall",0.89837016075594
"../scenariosimul/cleankdd_train.csv",7,"xgboost","recall",0.932939370804819
"../scenariosimul/connect-4Train.csv",7,"xgboost","recall",0.627832918358991
"../scenariosimul/covtype.data",7,"xgboost","recall",0.679590202980701
"../scenariosimul/HIGGS.csv",7,"xgboost","recall",0.616802625871872
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv",7,"xgboost","recall",0.556568997653806
"../scenariosimul/scenariosimulC8D3G3STDEV0.05.csv",7,"xgboost","recall",0.709704510860722
"../scenariosimul/spambase.data",7,"xgboost","recall",0.89837016075594
"../scenariosimul/cleankdd_train.csv",11,"xgboost","recall",0.932939370804819
"../scenariosimul/connect-4Train.csv",11,"xgboost","recall",0.627832918358991
"../scenariosimul/covtype.data",11,"xgboost","recall",0.679590202980701
"../scenariosimul/HIGGS.csv",11,"xgboost","recall",0.616802625871872
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv",11,"xgboost","recall",0.556568997653806
"../scenariosimul/scenariosimulC8D3G3STDEV0.05.csv",11,"xgboost","recall",0.709704510860722
"../scenariosimul/spambase.data",11,"xgboost","recall",0.89837016075594
"../scenariosimul/cleankdd_train.csv",15,"xgboost","recall",0.932939370804819
"../scenariosimul/connect-4Train.csv",15,"xgboost","recall",0.627832918358991
"../scenariosimul/covtype.data",15,"xgboost","recall",0.679590202980701
"../scenariosimul/HIGGS.csv",15,"xgboost","recall",0.616802625871872
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv",15,"xgboost","recall",0.556568997653806
"../scenariosimul/scenariosimulC8D3G3STDEV0.05.csv",15,"xgboost","recall",0.709704510860722
"../scenariosimul/spambase.data",15,"xgboost","recall",0.89837016075594
