"DATASET","P","CLASSIFIER","STAT","GLOBAL"
"../scenariosimul/spambase.data","2","forest","precision","0.943310344827586"
"../scenariosimul/spambase.data","2","forest","recall","0.924264900662252"
"../scenariosimul/spambase.data","2","forest","accuracy","0.928"
"../scenariosimul/spambase.data","4","forest","precision","0.943310344827586"
"../scenariosimul/spambase.data","4","forest","recall","0.924264900662252"
"../scenariosimul/spambase.data","4","forest","accuracy","0.928"
"../scenariosimul/spambase.data","7","forest","precision","0.943310344827586"
"../scenariosimul/spambase.data","7","forest","recall","0.924264900662252"
"../scenariosimul/spambase.data","7","forest","accuracy","0.928"
"../scenariosimul/spambase.data","11","forest","precision","0.943310344827586"
"../scenariosimul/spambase.data","11","forest","recall","0.924264900662252"
"../scenariosimul/spambase.data","11","forest","accuracy","0.928"
"../scenariosimul/spambase.data","15","forest","precision","0.943310344827586"
"../scenariosimul/spambase.data","15","forest","recall","0.924264900662252"
"../scenariosimul/spambase.data","15","forest","accuracy","0.928"
"../scenariosimul/spambase.data","2","svm","precision","0.756763358778626"
"../scenariosimul/spambase.data","2","svm","recall","0.703682119205298"
"../scenariosimul/spambase.data","2","svm","accuracy","0.712"
"../scenariosimul/spambase.data","4","svm","precision","0.756763358778626"
"../scenariosimul/spambase.data","4","svm","recall","0.703682119205298"
"../scenariosimul/spambase.data","4","svm","accuracy","0.712"
"../scenariosimul/spambase.data","7","svm","precision","0.756763358778626"
"../scenariosimul/spambase.data","7","svm","recall","0.703682119205298"
"../scenariosimul/spambase.data","7","svm","accuracy","0.712"
"../scenariosimul/spambase.data","11","svm","precision","0.756763358778626"
"../scenariosimul/spambase.data","11","svm","recall","0.703682119205298"
"../scenariosimul/spambase.data","11","svm","accuracy","0.712"
"../scenariosimul/spambase.data","15","svm","precision","0.756763358778626"
"../scenariosimul/spambase.data","15","svm","recall","0.703682119205298"
"../scenariosimul/spambase.data","15","svm","accuracy","0.712"
"../scenariosimul/spambase.data","2","xgboost","precision","0.916531468531468"
"../scenariosimul/spambase.data","2","xgboost","recall","0.891708609271523"
"../scenariosimul/spambase.data","2","xgboost","accuracy","0.896"
"../scenariosimul/spambase.data","4","xgboost","precision","0.916531468531468"
"../scenariosimul/spambase.data","4","xgboost","recall","0.891708609271523"
"../scenariosimul/spambase.data","4","xgboost","accuracy","0.896"
"../scenariosimul/spambase.data","7","xgboost","precision","0.916531468531468"
"../scenariosimul/spambase.data","7","xgboost","recall","0.891708609271523"
"../scenariosimul/spambase.data","7","xgboost","accuracy","0.896"
"../scenariosimul/spambase.data","11","xgboost","precision","0.916531468531468"
"../scenariosimul/spambase.data","11","xgboost","recall","0.891708609271523"
"../scenariosimul/spambase.data","11","xgboost","accuracy","0.896"
"../scenariosimul/spambase.data","15","xgboost","precision","0.916531468531468"
"../scenariosimul/spambase.data","15","xgboost","recall","0.891708609271523"
"../scenariosimul/spambase.data","15","xgboost","accuracy","0.896"
"../scenariosimul/spambase.data","2","multinom","precision","0.881388888888889"
"../scenariosimul/spambase.data","2","multinom","recall","0.86046357615894"
"../scenariosimul/spambase.data","2","multinom","accuracy","0.86"
"../scenariosimul/spambase.data","4","multinom","precision","0.881388888888889"
"../scenariosimul/spambase.data","4","multinom","recall","0.86046357615894"
"../scenariosimul/spambase.data","4","multinom","accuracy","0.86"
"../scenariosimul/spambase.data","7","multinom","precision","0.881388888888889"
"../scenariosimul/spambase.data","7","multinom","recall","0.86046357615894"
"../scenariosimul/spambase.data","7","multinom","accuracy","0.86"
"../scenariosimul/spambase.data","11","multinom","precision","0.881388888888889"
"../scenariosimul/spambase.data","11","multinom","recall","0.86046357615894"
"../scenariosimul/spambase.data","11","multinom","accuracy","0.86"
"../scenariosimul/spambase.data","15","multinom","precision","0.881388888888889"
"../scenariosimul/spambase.data","15","multinom","recall","0.86046357615894"
"../scenariosimul/spambase.data","15","multinom","accuracy","0.86"
"../scenariosimul/spambase.data","2","lda","precision","0.887396226415094"
"../scenariosimul/spambase.data","2","lda","recall","0.910887417218543"
"../scenariosimul/spambase.data","2","lda","accuracy","0.888"
"../scenariosimul/spambase.data","4","lda","precision","0.887396226415094"
"../scenariosimul/spambase.data","4","lda","recall","0.910887417218543"
"../scenariosimul/spambase.data","4","lda","accuracy","0.888"
"../scenariosimul/spambase.data","7","lda","precision","0.887396226415094"
"../scenariosimul/spambase.data","7","lda","recall","0.910887417218543"
"../scenariosimul/spambase.data","7","lda","accuracy","0.888"
"../scenariosimul/spambase.data","11","lda","precision","0.887396226415094"
"../scenariosimul/spambase.data","11","lda","recall","0.910887417218543"
"../scenariosimul/spambase.data","11","lda","accuracy","0.888"
"../scenariosimul/spambase.data","15","lda","precision","0.887396226415094"
"../scenariosimul/spambase.data","15","lda","recall","0.910887417218543"
"../scenariosimul/spambase.data","15","lda","accuracy","0.888"
"../scenariosimul/spambase.data","2","forest","precision","0.910238095238095"
"../scenariosimul/spambase.data","2","forest","recall","0.819807692307692"
"../scenariosimul/spambase.data","2","forest","accuracy","0.88"
"../scenariosimul/spambase.data","4","forest","precision","0.910238095238095"
"../scenariosimul/spambase.data","4","forest","recall","0.819807692307692"
"../scenariosimul/spambase.data","4","forest","accuracy","0.88"
"../scenariosimul/spambase.data","7","forest","precision","0.910238095238095"
"../scenariosimul/spambase.data","7","forest","recall","0.819807692307692"
"../scenariosimul/spambase.data","7","forest","accuracy","0.88"
"../scenariosimul/spambase.data","11","forest","precision","0.910238095238095"
"../scenariosimul/spambase.data","11","forest","recall","0.819807692307692"
"../scenariosimul/spambase.data","11","forest","accuracy","0.88"
"../scenariosimul/spambase.data","15","forest","precision","0.910238095238095"
"../scenariosimul/spambase.data","15","forest","recall","0.819807692307692"
"../scenariosimul/spambase.data","15","forest","accuracy","0.88"
"../scenariosimul/spambase.data","2","svm","precision","0.728941176470588"
"../scenariosimul/spambase.data","2","svm","recall","0.722153846153846"
"../scenariosimul/spambase.data","2","svm","accuracy","0.752"
"../scenariosimul/spambase.data","4","svm","precision","0.728941176470588"
"../scenariosimul/spambase.data","4","svm","recall","0.722153846153846"
"../scenariosimul/spambase.data","4","svm","accuracy","0.752"
"../scenariosimul/spambase.data","7","svm","precision","0.728941176470588"
"../scenariosimul/spambase.data","7","svm","recall","0.722153846153846"
"../scenariosimul/spambase.data","7","svm","accuracy","0.752"
"../scenariosimul/spambase.data","11","svm","precision","0.728941176470588"
"../scenariosimul/spambase.data","11","svm","recall","0.722153846153846"
"../scenariosimul/spambase.data","11","svm","accuracy","0.752"
"../scenariosimul/spambase.data","15","svm","precision","0.728941176470588"
"../scenariosimul/spambase.data","15","svm","recall","0.722153846153846"
"../scenariosimul/spambase.data","15","svm","accuracy","0.752"
"../scenariosimul/spambase.data","2","xgboost","precision","0.896127659574468"
"../scenariosimul/spambase.data","2","xgboost","recall","0.852653846153846"
"../scenariosimul/spambase.data","2","xgboost","accuracy","0.888"
"../scenariosimul/spambase.data","4","xgboost","precision","0.896127659574468"
"../scenariosimul/spambase.data","4","xgboost","recall","0.852653846153846"
"../scenariosimul/spambase.data","4","xgboost","accuracy","0.888"
"../scenariosimul/spambase.data","7","xgboost","precision","0.896127659574468"
"../scenariosimul/spambase.data","7","xgboost","recall","0.852653846153846"
"../scenariosimul/spambase.data","7","xgboost","accuracy","0.888"
"../scenariosimul/spambase.data","11","xgboost","precision","0.896127659574468"
"../scenariosimul/spambase.data","11","xgboost","recall","0.852653846153846"
"../scenariosimul/spambase.data","11","xgboost","accuracy","0.888"
"../scenariosimul/spambase.data","15","xgboost","precision","0.896127659574468"
"../scenariosimul/spambase.data","15","xgboost","recall","0.852653846153846"
"../scenariosimul/spambase.data","15","xgboost","accuracy","0.888"
"../scenariosimul/spambase.data","2","multinom","precision","0.803509433962264"
"../scenariosimul/spambase.data","2","multinom","recall","0.811038461538462"
"../scenariosimul/spambase.data","2","multinom","accuracy","0.824"
"../scenariosimul/spambase.data","4","multinom","precision","0.803509433962264"
"../scenariosimul/spambase.data","4","multinom","recall","0.811038461538462"
"../scenariosimul/spambase.data","4","multinom","accuracy","0.824"
"../scenariosimul/spambase.data","7","multinom","precision","0.803509433962264"
"../scenariosimul/spambase.data","7","multinom","recall","0.811038461538462"
"../scenariosimul/spambase.data","7","multinom","accuracy","0.824"
"../scenariosimul/spambase.data","11","multinom","precision","0.803509433962264"
"../scenariosimul/spambase.data","11","multinom","recall","0.811038461538462"
"../scenariosimul/spambase.data","11","multinom","accuracy","0.824"
"../scenariosimul/spambase.data","15","multinom","precision","0.803509433962264"
"../scenariosimul/spambase.data","15","multinom","recall","0.811038461538462"
"../scenariosimul/spambase.data","15","multinom","accuracy","0.824"
"../scenariosimul/spambase.data","2","lda","precision","0.91"
"../scenariosimul/spambase.data","2","lda","recall","0.776153846153846"
"../scenariosimul/spambase.data","2","lda","accuracy","0.86"
"../scenariosimul/spambase.data","4","lda","precision","0.91"
"../scenariosimul/spambase.data","4","lda","recall","0.776153846153846"
"../scenariosimul/spambase.data","4","lda","accuracy","0.86"
"../scenariosimul/spambase.data","7","lda","precision","0.91"
"../scenariosimul/spambase.data","7","lda","recall","0.776153846153846"
"../scenariosimul/spambase.data","7","lda","accuracy","0.86"
"../scenariosimul/spambase.data","11","lda","precision","0.91"
"../scenariosimul/spambase.data","11","lda","recall","0.776153846153846"
"../scenariosimul/spambase.data","11","lda","accuracy","0.86"
"../scenariosimul/spambase.data","15","lda","precision","0.91"
"../scenariosimul/spambase.data","15","lda","recall","0.776153846153846"
"../scenariosimul/spambase.data","15","lda","accuracy","0.86"
"../scenariosimul/spambase.data","2","forest","precision","0.915753424657534"
"../scenariosimul/spambase.data","2","forest","recall","0.900331125827815"
"../scenariosimul/spambase.data","2","forest","accuracy","0.9"
"../scenariosimul/spambase.data","4","forest","precision","0.915753424657534"
"../scenariosimul/spambase.data","4","forest","recall","0.900331125827815"
"../scenariosimul/spambase.data","4","forest","accuracy","0.9"
"../scenariosimul/spambase.data","7","forest","precision","0.915753424657534"
"../scenariosimul/spambase.data","7","forest","recall","0.900331125827815"
"../scenariosimul/spambase.data","7","forest","accuracy","0.9"
"../scenariosimul/spambase.data","11","forest","precision","0.915753424657534"
"../scenariosimul/spambase.data","11","forest","recall","0.900331125827815"
"../scenariosimul/spambase.data","11","forest","accuracy","0.9"
"../scenariosimul/spambase.data","15","forest","precision","0.915753424657534"
"../scenariosimul/spambase.data","15","forest","recall","0.900331125827815"
"../scenariosimul/spambase.data","15","forest","accuracy","0.9"
"../scenariosimul/spambase.data","2","svm","precision","0.806894308943089"
"../scenariosimul/spambase.data","2","svm","recall","0.726993377483444"
"../scenariosimul/spambase.data","2","svm","accuracy","0.752"
"../scenariosimul/spambase.data","4","svm","precision","0.806894308943089"
"../scenariosimul/spambase.data","4","svm","recall","0.726993377483444"
"../scenariosimul/spambase.data","4","svm","accuracy","0.752"
"../scenariosimul/spambase.data","7","svm","precision","0.806894308943089"
"../scenariosimul/spambase.data","7","svm","recall","0.726993377483444"
"../scenariosimul/spambase.data","7","svm","accuracy","0.752"
"../scenariosimul/spambase.data","11","svm","precision","0.806894308943089"
"../scenariosimul/spambase.data","11","svm","recall","0.726993377483444"
"../scenariosimul/spambase.data","11","svm","accuracy","0.752"
"../scenariosimul/spambase.data","15","svm","precision","0.806894308943089"
"../scenariosimul/spambase.data","15","svm","recall","0.726993377483444"
"../scenariosimul/spambase.data","15","svm","accuracy","0.752"
"../scenariosimul/spambase.data","2","xgboost","precision","0.912085106382979"
"../scenariosimul/spambase.data","2","xgboost","recall","0.881086092715232"
"../scenariosimul/spambase.data","2","xgboost","accuracy","0.888"
"../scenariosimul/spambase.data","4","xgboost","precision","0.912085106382979"
"../scenariosimul/spambase.data","4","xgboost","recall","0.881086092715232"
"../scenariosimul/spambase.data","4","xgboost","accuracy","0.888"
"../scenariosimul/spambase.data","7","xgboost","precision","0.912085106382979"
"../scenariosimul/spambase.data","7","xgboost","recall","0.881086092715232"
"../scenariosimul/spambase.data","7","xgboost","accuracy","0.888"
"../scenariosimul/spambase.data","11","xgboost","precision","0.912085106382979"
"../scenariosimul/spambase.data","11","xgboost","recall","0.881086092715232"
"../scenariosimul/spambase.data","11","xgboost","accuracy","0.888"
"../scenariosimul/spambase.data","15","xgboost","precision","0.912085106382979"
"../scenariosimul/spambase.data","15","xgboost","recall","0.881086092715232"
"../scenariosimul/spambase.data","15","xgboost","accuracy","0.888"
"../scenariosimul/spambase.data","2","multinom","precision","0.858775510204082"
"../scenariosimul/spambase.data","2","multinom","recall","0.847152317880795"
"../scenariosimul/spambase.data","2","multinom","accuracy","0.84"
"../scenariosimul/spambase.data","4","multinom","precision","0.858775510204082"
"../scenariosimul/spambase.data","4","multinom","recall","0.847152317880795"
"../scenariosimul/spambase.data","4","multinom","accuracy","0.84"
"../scenariosimul/spambase.data","7","multinom","precision","0.858775510204082"
"../scenariosimul/spambase.data","7","multinom","recall","0.847152317880795"
"../scenariosimul/spambase.data","7","multinom","accuracy","0.84"
"../scenariosimul/spambase.data","11","multinom","precision","0.858775510204082"
"../scenariosimul/spambase.data","11","multinom","recall","0.847152317880795"
"../scenariosimul/spambase.data","11","multinom","accuracy","0.84"
"../scenariosimul/spambase.data","15","multinom","precision","0.858775510204082"
"../scenariosimul/spambase.data","15","multinom","recall","0.847152317880795"
"../scenariosimul/spambase.data","15","multinom","accuracy","0.84"
"../scenariosimul/spambase.data","2","lda","precision","0.861379310344828"
"../scenariosimul/spambase.data","2","lda","recall","0.843841059602649"
"../scenariosimul/spambase.data","2","lda","accuracy","0.84"
"../scenariosimul/spambase.data","4","lda","precision","0.861379310344828"
"../scenariosimul/spambase.data","4","lda","recall","0.843841059602649"
"../scenariosimul/spambase.data","4","lda","accuracy","0.84"
"../scenariosimul/spambase.data","7","lda","precision","0.861379310344828"
"../scenariosimul/spambase.data","7","lda","recall","0.843841059602649"
"../scenariosimul/spambase.data","7","lda","accuracy","0.84"
"../scenariosimul/spambase.data","11","lda","precision","0.861379310344828"
"../scenariosimul/spambase.data","11","lda","recall","0.843841059602649"
"../scenariosimul/spambase.data","11","lda","accuracy","0.84"
"../scenariosimul/spambase.data","15","lda","precision","0.861379310344828"
"../scenariosimul/spambase.data","15","lda","recall","0.843841059602649"
"../scenariosimul/spambase.data","15","lda","accuracy","0.84"
"../scenariosimul/spambase.data","2","forest","precision","0.943856209150327"
"../scenariosimul/spambase.data","2","forest","recall","0.946973684210526"
"../scenariosimul/spambase.data","2","forest","accuracy","0.94"
"../scenariosimul/spambase.data","4","forest","precision","0.943856209150327"
"../scenariosimul/spambase.data","4","forest","recall","0.946973684210526"
"../scenariosimul/spambase.data","4","forest","accuracy","0.94"
"../scenariosimul/spambase.data","7","forest","precision","0.943856209150327"
"../scenariosimul/spambase.data","7","forest","recall","0.946973684210526"
"../scenariosimul/spambase.data","7","forest","accuracy","0.94"
"../scenariosimul/spambase.data","11","forest","precision","0.943856209150327"
"../scenariosimul/spambase.data","11","forest","recall","0.946973684210526"
"../scenariosimul/spambase.data","11","forest","accuracy","0.94"
"../scenariosimul/spambase.data","15","forest","precision","0.943856209150327"
"../scenariosimul/spambase.data","15","forest","recall","0.946973684210526"
"../scenariosimul/spambase.data","15","forest","accuracy","0.94"
"../scenariosimul/spambase.data","2","svm","precision","0.776929577464789"
"../scenariosimul/spambase.data","2","svm","recall","0.750289473684211"
"../scenariosimul/spambase.data","2","svm","accuracy","0.744"
"../scenariosimul/spambase.data","4","svm","precision","0.776929577464789"
"../scenariosimul/spambase.data","4","svm","recall","0.750289473684211"
"../scenariosimul/spambase.data","4","svm","accuracy","0.744"
"../scenariosimul/spambase.data","7","svm","precision","0.776929577464789"
"../scenariosimul/spambase.data","7","svm","recall","0.750289473684211"
"../scenariosimul/spambase.data","7","svm","accuracy","0.744"
"../scenariosimul/spambase.data","11","svm","precision","0.776929577464789"
"../scenariosimul/spambase.data","11","svm","recall","0.750289473684211"
"../scenariosimul/spambase.data","11","svm","accuracy","0.744"
"../scenariosimul/spambase.data","15","svm","precision","0.776929577464789"
"../scenariosimul/spambase.data","15","svm","recall","0.750289473684211"
"../scenariosimul/spambase.data","15","svm","accuracy","0.744"
"../scenariosimul/spambase.data","2","xgboost","precision","0.923783439490446"
"../scenariosimul/spambase.data","2","xgboost","recall","0.938973684210526"
"../scenariosimul/spambase.data","2","xgboost","accuracy","0.924"
"../scenariosimul/spambase.data","4","xgboost","precision","0.923783439490446"
"../scenariosimul/spambase.data","4","xgboost","recall","0.938973684210526"
"../scenariosimul/spambase.data","4","xgboost","accuracy","0.924"
"../scenariosimul/spambase.data","7","xgboost","precision","0.923783439490446"
"../scenariosimul/spambase.data","7","xgboost","recall","0.938973684210526"
"../scenariosimul/spambase.data","7","xgboost","accuracy","0.924"
"../scenariosimul/spambase.data","11","xgboost","precision","0.923783439490446"
"../scenariosimul/spambase.data","11","xgboost","recall","0.938973684210526"
"../scenariosimul/spambase.data","11","xgboost","accuracy","0.924"
"../scenariosimul/spambase.data","15","xgboost","precision","0.923783439490446"
"../scenariosimul/spambase.data","15","xgboost","recall","0.938973684210526"
"../scenariosimul/spambase.data","15","xgboost","accuracy","0.924"
"../scenariosimul/spambase.data","2","multinom","precision","0.86430303030303"
"../scenariosimul/spambase.data","2","multinom","recall","0.901105263157895"
"../scenariosimul/spambase.data","2","multinom","accuracy","0.868"
"../scenariosimul/spambase.data","4","multinom","precision","0.86430303030303"
"../scenariosimul/spambase.data","4","multinom","recall","0.901105263157895"
"../scenariosimul/spambase.data","4","multinom","accuracy","0.868"
"../scenariosimul/spambase.data","7","multinom","precision","0.86430303030303"
"../scenariosimul/spambase.data","7","multinom","recall","0.901105263157895"
"../scenariosimul/spambase.data","7","multinom","accuracy","0.868"
"../scenariosimul/spambase.data","11","multinom","precision","0.86430303030303"
"../scenariosimul/spambase.data","11","multinom","recall","0.901105263157895"
"../scenariosimul/spambase.data","11","multinom","accuracy","0.868"
"../scenariosimul/spambase.data","15","multinom","precision","0.86430303030303"
"../scenariosimul/spambase.data","15","multinom","recall","0.901105263157895"
"../scenariosimul/spambase.data","15","multinom","accuracy","0.868"
"../scenariosimul/spambase.data","2","lda","precision","0.922052287581699"
"../scenariosimul/spambase.data","2","lda","recall","0.925105263157895"
"../scenariosimul/spambase.data","2","lda","accuracy","0.916"
"../scenariosimul/spambase.data","4","lda","precision","0.922052287581699"
"../scenariosimul/spambase.data","4","lda","recall","0.925105263157895"
"../scenariosimul/spambase.data","4","lda","accuracy","0.916"
"../scenariosimul/spambase.data","7","lda","precision","0.922052287581699"
"../scenariosimul/spambase.data","7","lda","recall","0.925105263157895"
"../scenariosimul/spambase.data","7","lda","accuracy","0.916"
"../scenariosimul/spambase.data","11","lda","precision","0.922052287581699"
"../scenariosimul/spambase.data","11","lda","recall","0.925105263157895"
"../scenariosimul/spambase.data","11","lda","accuracy","0.916"
"../scenariosimul/spambase.data","15","lda","precision","0.922052287581699"
"../scenariosimul/spambase.data","15","lda","recall","0.925105263157895"
"../scenariosimul/spambase.data","15","lda","accuracy","0.916"
"../scenariosimul/spambase.data","2","forest","precision","0.913172413793103"
"../scenariosimul/spambase.data","2","forest","recall","0.929428571428571"
"../scenariosimul/spambase.data","2","forest","accuracy","0.916"
"../scenariosimul/spambase.data","4","forest","precision","0.913172413793103"
"../scenariosimul/spambase.data","4","forest","recall","0.929428571428571"
"../scenariosimul/spambase.data","4","forest","accuracy","0.916"
"../scenariosimul/spambase.data","7","forest","precision","0.913172413793103"
"../scenariosimul/spambase.data","7","forest","recall","0.929428571428571"
"../scenariosimul/spambase.data","7","forest","accuracy","0.916"
"../scenariosimul/spambase.data","11","forest","precision","0.913172413793103"
"../scenariosimul/spambase.data","11","forest","recall","0.929428571428571"
"../scenariosimul/spambase.data","11","forest","accuracy","0.916"
"../scenariosimul/spambase.data","15","forest","precision","0.913172413793103"
"../scenariosimul/spambase.data","15","forest","recall","0.929428571428571"
"../scenariosimul/spambase.data","15","forest","accuracy","0.916"
"../scenariosimul/spambase.data","2","svm","precision","0.746"
"../scenariosimul/spambase.data","2","svm","recall","0.704428571428571"
"../scenariosimul/spambase.data","2","svm","accuracy","0.716"
"../scenariosimul/spambase.data","4","svm","precision","0.746"
"../scenariosimul/spambase.data","4","svm","recall","0.704428571428571"
"../scenariosimul/spambase.data","4","svm","accuracy","0.716"
"../scenariosimul/spambase.data","7","svm","precision","0.746"
"../scenariosimul/spambase.data","7","svm","recall","0.704428571428571"
"../scenariosimul/spambase.data","7","svm","accuracy","0.716"
"../scenariosimul/spambase.data","11","svm","precision","0.746"
"../scenariosimul/spambase.data","11","svm","recall","0.704428571428571"
"../scenariosimul/spambase.data","11","svm","accuracy","0.716"
"../scenariosimul/spambase.data","15","svm","precision","0.746"
"../scenariosimul/spambase.data","15","svm","recall","0.704428571428571"
"../scenariosimul/spambase.data","15","svm","accuracy","0.716"
"../scenariosimul/spambase.data","2","xgboost","precision","0.908054794520548"
"../scenariosimul/spambase.data","2","xgboost","recall","0.927428571428571"
"../scenariosimul/spambase.data","2","xgboost","accuracy","0.912"
"../scenariosimul/spambase.data","4","xgboost","precision","0.908054794520548"
"../scenariosimul/spambase.data","4","xgboost","recall","0.927428571428571"
"../scenariosimul/spambase.data","4","xgboost","accuracy","0.912"
"../scenariosimul/spambase.data","7","xgboost","precision","0.908054794520548"
"../scenariosimul/spambase.data","7","xgboost","recall","0.927428571428571"
"../scenariosimul/spambase.data","7","xgboost","accuracy","0.912"
"../scenariosimul/spambase.data","11","xgboost","precision","0.908054794520548"
"../scenariosimul/spambase.data","11","xgboost","recall","0.927428571428571"
"../scenariosimul/spambase.data","11","xgboost","accuracy","0.912"
"../scenariosimul/spambase.data","15","xgboost","precision","0.908054794520548"
"../scenariosimul/spambase.data","15","xgboost","recall","0.927428571428571"
"../scenariosimul/spambase.data","15","xgboost","accuracy","0.912"
"../scenariosimul/spambase.data","2","multinom","precision","0.859393939393939"
"../scenariosimul/spambase.data","2","multinom","recall","0.834285714285714"
"../scenariosimul/spambase.data","2","multinom","accuracy","0.84"
"../scenariosimul/spambase.data","4","multinom","precision","0.859393939393939"
"../scenariosimul/spambase.data","4","multinom","recall","0.834285714285714"
"../scenariosimul/spambase.data","4","multinom","accuracy","0.84"
"../scenariosimul/spambase.data","7","multinom","precision","0.859393939393939"
"../scenariosimul/spambase.data","7","multinom","recall","0.834285714285714"
"../scenariosimul/spambase.data","7","multinom","accuracy","0.84"
"../scenariosimul/spambase.data","11","multinom","precision","0.859393939393939"
"../scenariosimul/spambase.data","11","multinom","recall","0.834285714285714"
"../scenariosimul/spambase.data","11","multinom","accuracy","0.84"
"../scenariosimul/spambase.data","15","multinom","precision","0.859393939393939"
"../scenariosimul/spambase.data","15","multinom","recall","0.834285714285714"
"../scenariosimul/spambase.data","15","multinom","accuracy","0.84"
"../scenariosimul/spambase.data","2","lda","precision","0.835985815602837"
"../scenariosimul/spambase.data","2","lda","recall","0.839"
"../scenariosimul/spambase.data","2","lda","accuracy","0.828"
"../scenariosimul/spambase.data","4","lda","precision","0.835985815602837"
"../scenariosimul/spambase.data","4","lda","recall","0.839"
"../scenariosimul/spambase.data","4","lda","accuracy","0.828"
"../scenariosimul/spambase.data","7","lda","precision","0.835985815602837"
"../scenariosimul/spambase.data","7","lda","recall","0.839"
"../scenariosimul/spambase.data","7","lda","accuracy","0.828"
"../scenariosimul/spambase.data","11","lda","precision","0.835985815602837"
"../scenariosimul/spambase.data","11","lda","recall","0.839"
"../scenariosimul/spambase.data","11","lda","accuracy","0.828"
"../scenariosimul/spambase.data","15","lda","precision","0.835985815602837"
"../scenariosimul/spambase.data","15","lda","recall","0.839"
"../scenariosimul/spambase.data","15","lda","accuracy","0.828"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","2","forest","precision","0.599444444444444"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","2","forest","recall","0.526428571428571"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","2","forest","accuracy","0.56"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","4","forest","precision","0.599444444444444"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","4","forest","recall","0.526428571428571"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","4","forest","accuracy","0.56"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","7","forest","precision","0.599444444444444"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","7","forest","recall","0.526428571428571"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","7","forest","accuracy","0.56"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","11","forest","precision","0.599444444444444"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","11","forest","recall","0.526428571428571"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","11","forest","accuracy","0.56"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","15","forest","precision","0.599444444444444"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","15","forest","recall","0.526428571428571"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","15","forest","accuracy","0.56"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","2","svm","precision","0.598175824175824"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","2","svm","recall","0.484714285714286"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","2","svm","accuracy","0.548"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","4","svm","precision","0.598175824175824"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","4","svm","recall","0.484714285714286"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","4","svm","accuracy","0.548"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","7","svm","precision","0.598175824175824"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","7","svm","recall","0.484714285714286"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","7","svm","accuracy","0.548"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","11","svm","precision","0.598175824175824"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","11","svm","recall","0.484714285714286"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","11","svm","accuracy","0.548"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","15","svm","precision","0.598175824175824"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","15","svm","recall","0.484714285714286"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","15","svm","accuracy","0.548"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","2","xgboost","precision","0.550035398230089"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","2","xgboost","recall","0.493714285714286"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","2","xgboost","accuracy","0.516"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","4","xgboost","precision","0.550035398230089"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","4","xgboost","recall","0.493714285714286"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","4","xgboost","accuracy","0.516"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","7","xgboost","precision","0.550035398230089"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","7","xgboost","recall","0.493714285714286"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","7","xgboost","accuracy","0.516"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","11","xgboost","precision","0.550035398230089"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","11","xgboost","recall","0.493714285714286"
"../scenariosimul/scenariosimulC2D5G3STDEV0.05.csv","11","xgboost","accuracy","0.516"
