"DATASET","P","CLASSIFIER","STAT","GLOBAL"
"../scenariosimul/connect-4Train.csv","2","lda","precision","0.441344155844156"
"../scenariosimul/connect-4Train.csv","2","lda","recall","0.390261904761905"
"../scenariosimul/connect-4Train.csv","2","lda","accuracy","0.544"
"../scenariosimul/connect-4Train.csv","4","lda","precision","0.441344155844156"
"../scenariosimul/connect-4Train.csv","4","lda","recall","0.390261904761905"
"../scenariosimul/connect-4Train.csv","4","lda","accuracy","0.544"
"../scenariosimul/connect-4Train.csv","7","lda","precision","0.441344155844156"
"../scenariosimul/connect-4Train.csv","7","lda","recall","0.390261904761905"
"../scenariosimul/connect-4Train.csv","7","lda","accuracy","0.544"
"../scenariosimul/connect-4Train.csv","11","lda","precision","0.441344155844156"
"../scenariosimul/connect-4Train.csv","11","lda","recall","0.390261904761905"
"../scenariosimul/connect-4Train.csv","11","lda","accuracy","0.544"
"../scenariosimul/connect-4Train.csv","15","lda","precision","0.441344155844156"
"../scenariosimul/connect-4Train.csv","15","lda","recall","0.390261904761905"
"../scenariosimul/connect-4Train.csv","15","lda","accuracy","0.544"
"../scenariosimul/connect-4Train.csv","2","forest","precision","0.627876512642063"
"../scenariosimul/connect-4Train.csv","2","forest","recall","0.770000875784557"
"../scenariosimul/connect-4Train.csv","2","forest","accuracy","0.628"
"../scenariosimul/connect-4Train.csv","4","forest","precision","0.627876512642063"
"../scenariosimul/connect-4Train.csv","4","forest","recall","0.770000875784557"
"../scenariosimul/connect-4Train.csv","4","forest","accuracy","0.628"
"../scenariosimul/connect-4Train.csv","7","forest","precision","0.627876512642063"
"../scenariosimul/connect-4Train.csv","7","forest","recall","0.770000875784557"
"../scenariosimul/connect-4Train.csv","7","forest","accuracy","0.628"
"../scenariosimul/connect-4Train.csv","11","forest","precision","0.627876512642063"
"../scenariosimul/connect-4Train.csv","11","forest","recall","0.770000875784557"
"../scenariosimul/connect-4Train.csv","11","forest","accuracy","0.628"
"../scenariosimul/connect-4Train.csv","15","forest","precision","0.627876512642063"
"../scenariosimul/connect-4Train.csv","15","forest","recall","0.770000875784557"
"../scenariosimul/connect-4Train.csv","15","forest","accuracy","0.628"
"../scenariosimul/connect-4Train.csv","2","svm","precision","0.62"
"../scenariosimul/connect-4Train.csv","2","svm","recall","0.773785822021116"
"../scenariosimul/connect-4Train.csv","2","svm","accuracy","0.62"
"../scenariosimul/connect-4Train.csv","4","svm","precision","0.62"
"../scenariosimul/connect-4Train.csv","4","svm","recall","0.773785822021116"
"../scenariosimul/connect-4Train.csv","4","svm","accuracy","0.62"
"../scenariosimul/connect-4Train.csv","7","svm","precision","0.62"
"../scenariosimul/connect-4Train.csv","7","svm","recall","0.773785822021116"
"../scenariosimul/connect-4Train.csv","7","svm","accuracy","0.62"
"../scenariosimul/connect-4Train.csv","11","svm","precision","0.62"
"../scenariosimul/connect-4Train.csv","11","svm","recall","0.773785822021116"
"../scenariosimul/connect-4Train.csv","11","svm","accuracy","0.62"
"../scenariosimul/connect-4Train.csv","15","svm","precision","0.62"
"../scenariosimul/connect-4Train.csv","15","svm","recall","0.773785822021116"
"../scenariosimul/connect-4Train.csv","15","svm","accuracy","0.62"
"../scenariosimul/connect-4Train.csv","2","xgboost","precision","0.664166451683514"
"../scenariosimul/connect-4Train.csv","2","xgboost","recall","0.719156327543424"
"../scenariosimul/connect-4Train.csv","2","xgboost","accuracy","0.62"
"../scenariosimul/connect-4Train.csv","4","xgboost","precision","0.664166451683514"
"../scenariosimul/connect-4Train.csv","4","xgboost","recall","0.719156327543424"
"../scenariosimul/connect-4Train.csv","4","xgboost","accuracy","0.62"
"../scenariosimul/connect-4Train.csv","7","xgboost","precision","0.664166451683514"
"../scenariosimul/connect-4Train.csv","7","xgboost","recall","0.719156327543424"
"../scenariosimul/connect-4Train.csv","7","xgboost","accuracy","0.62"
"../scenariosimul/connect-4Train.csv","11","xgboost","precision","0.664166451683514"
"../scenariosimul/connect-4Train.csv","11","xgboost","recall","0.719156327543424"
"../scenariosimul/connect-4Train.csv","11","xgboost","accuracy","0.62"
"../scenariosimul/connect-4Train.csv","15","xgboost","precision","0.664166451683514"
"../scenariosimul/connect-4Train.csv","15","xgboost","recall","0.719156327543424"
"../scenariosimul/connect-4Train.csv","15","xgboost","accuracy","0.62"
"../scenariosimul/connect-4Train.csv","2","multinom","precision","0.624503987240829"
"../scenariosimul/connect-4Train.csv","2","multinom","recall","0.706183817447575"
"../scenariosimul/connect-4Train.csv","2","multinom","accuracy","0.596"
"../scenariosimul/connect-4Train.csv","4","multinom","precision","0.624503987240829"
"../scenariosimul/connect-4Train.csv","4","multinom","recall","0.706183817447575"
"../scenariosimul/connect-4Train.csv","4","multinom","accuracy","0.596"
"../scenariosimul/connect-4Train.csv","7","multinom","precision","0.624503987240829"
"../scenariosimul/connect-4Train.csv","7","multinom","recall","0.706183817447575"
"../scenariosimul/connect-4Train.csv","7","multinom","accuracy","0.596"
"../scenariosimul/connect-4Train.csv","11","multinom","precision","0.624503987240829"
"../scenariosimul/connect-4Train.csv","11","multinom","recall","0.706183817447575"
"../scenariosimul/connect-4Train.csv","11","multinom","accuracy","0.596"
"../scenariosimul/connect-4Train.csv","15","multinom","precision","0.624503987240829"
"../scenariosimul/connect-4Train.csv","15","multinom","recall","0.706183817447575"
"../scenariosimul/connect-4Train.csv","15","multinom","accuracy","0.596"
"../scenariosimul/connect-4Train.csv","2","lda","precision","0.60786531986532"
"../scenariosimul/connect-4Train.csv","2","lda","recall","0.666246484698098"
"../scenariosimul/connect-4Train.csv","2","lda","accuracy","0.564"
"../scenariosimul/connect-4Train.csv","4","lda","precision","0.60786531986532"
"../scenariosimul/connect-4Train.csv","4","lda","recall","0.666246484698098"
"../scenariosimul/connect-4Train.csv","4","lda","accuracy","0.564"
"../scenariosimul/connect-4Train.csv","7","lda","precision","0.60786531986532"
"../scenariosimul/connect-4Train.csv","7","lda","recall","0.666246484698098"
"../scenariosimul/connect-4Train.csv","7","lda","accuracy","0.564"
"../scenariosimul/connect-4Train.csv","11","lda","precision","0.60786531986532"
"../scenariosimul/connect-4Train.csv","11","lda","recall","0.666246484698098"
"../scenariosimul/connect-4Train.csv","11","lda","accuracy","0.564"
"../scenariosimul/connect-4Train.csv","15","lda","precision","0.60786531986532"
"../scenariosimul/connect-4Train.csv","15","lda","recall","0.666246484698098"
"../scenariosimul/connect-4Train.csv","15","lda","accuracy","0.564"
"../scenariosimul/connect-4Train.csv","2","forest","precision","0.61469577874818"
"../scenariosimul/connect-4Train.csv","2","forest","recall","0.740173207245245"
"../scenariosimul/connect-4Train.csv","2","forest","accuracy","0.612"
"../scenariosimul/connect-4Train.csv","4","forest","precision","0.61469577874818"
"../scenariosimul/connect-4Train.csv","4","forest","recall","0.740173207245245"
"../scenariosimul/connect-4Train.csv","4","forest","accuracy","0.612"
"../scenariosimul/connect-4Train.csv","7","forest","precision","0.61469577874818"
"../scenariosimul/connect-4Train.csv","7","forest","recall","0.740173207245245"
"../scenariosimul/connect-4Train.csv","7","forest","accuracy","0.612"
"../scenariosimul/connect-4Train.csv","11","forest","precision","0.61469577874818"
"../scenariosimul/connect-4Train.csv","11","forest","recall","0.740173207245245"
"../scenariosimul/connect-4Train.csv","11","forest","accuracy","0.612"
"../scenariosimul/connect-4Train.csv","15","forest","precision","0.61469577874818"
"../scenariosimul/connect-4Train.csv","15","forest","recall","0.740173207245245"
"../scenariosimul/connect-4Train.csv","15","forest","accuracy","0.612"
"../scenariosimul/connect-4Train.csv","2","svm","precision","0.600803212851406"
"../scenariosimul/connect-4Train.csv","2","svm","recall","0.749466439168281"
"../scenariosimul/connect-4Train.csv","2","svm","accuracy","0.6"
"../scenariosimul/connect-4Train.csv","4","svm","precision","0.600803212851406"
"../scenariosimul/connect-4Train.csv","4","svm","recall","0.749466439168281"
"../scenariosimul/connect-4Train.csv","4","svm","accuracy","0.6"
"../scenariosimul/connect-4Train.csv","7","svm","precision","0.600803212851406"
"../scenariosimul/connect-4Train.csv","7","svm","recall","0.749466439168281"
"../scenariosimul/connect-4Train.csv","7","svm","accuracy","0.6"
"../scenariosimul/connect-4Train.csv","11","svm","precision","0.600803212851406"
"../scenariosimul/connect-4Train.csv","11","svm","recall","0.749466439168281"
"../scenariosimul/connect-4Train.csv","11","svm","accuracy","0.6"
"../scenariosimul/connect-4Train.csv","15","svm","precision","0.600803212851406"
"../scenariosimul/connect-4Train.csv","15","svm","recall","0.749466439168281"
"../scenariosimul/connect-4Train.csv","15","svm","accuracy","0.6"
"../scenariosimul/connect-4Train.csv","2","xgboost","precision","0.585481481481481"
"../scenariosimul/connect-4Train.csv","2","xgboost","recall","0.70182773745144"
"../scenariosimul/connect-4Train.csv","2","xgboost","accuracy","0.576"
"../scenariosimul/connect-4Train.csv","4","xgboost","precision","0.585481481481481"
"../scenariosimul/connect-4Train.csv","4","xgboost","recall","0.70182773745144"
"../scenariosimul/connect-4Train.csv","4","xgboost","accuracy","0.576"
"../scenariosimul/connect-4Train.csv","7","xgboost","precision","0.585481481481481"
"../scenariosimul/connect-4Train.csv","7","xgboost","recall","0.70182773745144"
"../scenariosimul/connect-4Train.csv","7","xgboost","accuracy","0.576"
"../scenariosimul/connect-4Train.csv","11","xgboost","precision","0.585481481481481"
"../scenariosimul/connect-4Train.csv","11","xgboost","recall","0.70182773745144"
"../scenariosimul/connect-4Train.csv","11","xgboost","accuracy","0.576"
"../scenariosimul/connect-4Train.csv","15","xgboost","precision","0.585481481481481"
"../scenariosimul/connect-4Train.csv","15","xgboost","recall","0.70182773745144"
"../scenariosimul/connect-4Train.csv","15","xgboost","accuracy","0.576"
"../scenariosimul/connect-4Train.csv","2","multinom","precision","0.577228878648233"
"../scenariosimul/connect-4Train.csv","2","multinom","recall","0.682423397630546"
"../scenariosimul/connect-4Train.csv","2","multinom","accuracy","0.564"
"../scenariosimul/connect-4Train.csv","4","multinom","precision","0.577228878648233"
"../scenariosimul/connect-4Train.csv","4","multinom","recall","0.682423397630546"
"../scenariosimul/connect-4Train.csv","4","multinom","accuracy","0.564"
"../scenariosimul/connect-4Train.csv","7","multinom","precision","0.577228878648233"
"../scenariosimul/connect-4Train.csv","7","multinom","recall","0.682423397630546"
"../scenariosimul/connect-4Train.csv","7","multinom","accuracy","0.564"
"../scenariosimul/connect-4Train.csv","11","multinom","precision","0.577228878648233"
"../scenariosimul/connect-4Train.csv","11","multinom","recall","0.682423397630546"
"../scenariosimul/connect-4Train.csv","11","multinom","accuracy","0.564"
"../scenariosimul/connect-4Train.csv","15","multinom","precision","0.577228878648233"
"../scenariosimul/connect-4Train.csv","15","multinom","recall","0.682423397630546"
"../scenariosimul/connect-4Train.csv","15","multinom","accuracy","0.564"
"../scenariosimul/connect-4Train.csv","2","lda","precision","0.567737127371274"
"../scenariosimul/connect-4Train.csv","2","lda","recall","0.64878163046936"
"../scenariosimul/connect-4Train.csv","2","lda","accuracy","0.54"
"../scenariosimul/connect-4Train.csv","4","lda","precision","0.567737127371274"
"../scenariosimul/connect-4Train.csv","4","lda","recall","0.64878163046936"
"../scenariosimul/connect-4Train.csv","4","lda","accuracy","0.54"
"../scenariosimul/connect-4Train.csv","7","lda","precision","0.567737127371274"
"../scenariosimul/connect-4Train.csv","7","lda","recall","0.64878163046936"
"../scenariosimul/connect-4Train.csv","7","lda","accuracy","0.54"
"../scenariosimul/connect-4Train.csv","11","lda","precision","0.567737127371274"
"../scenariosimul/connect-4Train.csv","11","lda","recall","0.64878163046936"
"../scenariosimul/connect-4Train.csv","11","lda","accuracy","0.54"
"../scenariosimul/connect-4Train.csv","15","lda","precision","0.567737127371274"
"../scenariosimul/connect-4Train.csv","15","lda","recall","0.64878163046936"
"../scenariosimul/connect-4Train.csv","15","lda","accuracy","0.54"
"../scenariosimul/connect-4Train.csv","2","forest","precision","0.506980392156863"
"../scenariosimul/connect-4Train.csv","2","forest","recall","0.443656565656566"
"../scenariosimul/connect-4Train.csv","2","forest","accuracy","0.584"
"../scenariosimul/connect-4Train.csv","4","forest","precision","0.506980392156863"
"../scenariosimul/connect-4Train.csv","4","forest","recall","0.443656565656566"
"../scenariosimul/connect-4Train.csv","4","forest","accuracy","0.584"
"../scenariosimul/connect-4Train.csv","7","forest","precision","0.506980392156863"
"../scenariosimul/connect-4Train.csv","7","forest","recall","0.443656565656566"
"../scenariosimul/connect-4Train.csv","7","forest","accuracy","0.584"
"../scenariosimul/connect-4Train.csv","11","forest","precision","0.506980392156863"
"../scenariosimul/connect-4Train.csv","11","forest","recall","0.443656565656566"
"../scenariosimul/connect-4Train.csv","11","forest","accuracy","0.584"
"../scenariosimul/connect-4Train.csv","15","forest","precision","0.506980392156863"
"../scenariosimul/connect-4Train.csv","15","forest","recall","0.443656565656566"
"../scenariosimul/connect-4Train.csv","15","forest","accuracy","0.584"
"../scenariosimul/connect-4Train.csv","2","svm","precision","0.393094289508632"
"../scenariosimul/connect-4Train.csv","2","svm","recall","0.421575757575758"
"../scenariosimul/connect-4Train.csv","2","svm","accuracy","0.592"
"../scenariosimul/connect-4Train.csv","4","svm","precision","0.393094289508632"
"../scenariosimul/connect-4Train.csv","4","svm","recall","0.421575757575758"
"../scenariosimul/connect-4Train.csv","4","svm","accuracy","0.592"
"../scenariosimul/connect-4Train.csv","7","svm","precision","0.393094289508632"
"../scenariosimul/connect-4Train.csv","7","svm","recall","0.421575757575758"
"../scenariosimul/connect-4Train.csv","7","svm","accuracy","0.592"
"../scenariosimul/connect-4Train.csv","11","svm","precision","0.393094289508632"
"../scenariosimul/connect-4Train.csv","11","svm","recall","0.421575757575758"
"../scenariosimul/connect-4Train.csv","11","svm","accuracy","0.592"
"../scenariosimul/connect-4Train.csv","15","svm","precision","0.393094289508632"
"../scenariosimul/connect-4Train.csv","15","svm","recall","0.421575757575758"
"../scenariosimul/connect-4Train.csv","15","svm","accuracy","0.592"
"../scenariosimul/connect-4Train.csv","2","xgboost","precision","0.522994642784116"
"../scenariosimul/connect-4Train.csv","2","xgboost","recall","0.475882154882155"
"../scenariosimul/connect-4Train.csv","2","xgboost","accuracy","0.588"
"../scenariosimul/connect-4Train.csv","4","xgboost","precision","0.522994642784116"
"../scenariosimul/connect-4Train.csv","4","xgboost","recall","0.475882154882155"
"../scenariosimul/connect-4Train.csv","4","xgboost","accuracy","0.588"
"../scenariosimul/connect-4Train.csv","7","xgboost","precision","0.522994642784116"
"../scenariosimul/connect-4Train.csv","7","xgboost","recall","0.475882154882155"
"../scenariosimul/connect-4Train.csv","7","xgboost","accuracy","0.588"
"../scenariosimul/connect-4Train.csv","11","xgboost","precision","0.522994642784116"
"../scenariosimul/connect-4Train.csv","11","xgboost","recall","0.475882154882155"
"../scenariosimul/connect-4Train.csv","11","xgboost","accuracy","0.588"
"../scenariosimul/connect-4Train.csv","15","xgboost","precision","0.522994642784116"
"../scenariosimul/connect-4Train.csv","15","xgboost","recall","0.475882154882155"
"../scenariosimul/connect-4Train.csv","15","xgboost","accuracy","0.588"
"../scenariosimul/connect-4Train.csv","2","multinom","precision","0.446363945578231"
"../scenariosimul/connect-4Train.csv","2","multinom","recall","0.419707070707071"
"../scenariosimul/connect-4Train.csv","2","multinom","accuracy","0.572"
"../scenariosimul/connect-4Train.csv","4","multinom","precision","0.446363945578231"
"../scenariosimul/connect-4Train.csv","4","multinom","recall","0.419707070707071"
"../scenariosimul/connect-4Train.csv","4","multinom","accuracy","0.572"
"../scenariosimul/connect-4Train.csv","7","multinom","precision","0.446363945578231"
"../scenariosimul/connect-4Train.csv","7","multinom","recall","0.419707070707071"
"../scenariosimul/connect-4Train.csv","7","multinom","accuracy","0.572"
"../scenariosimul/connect-4Train.csv","11","multinom","precision","0.446363945578231"
"../scenariosimul/connect-4Train.csv","11","multinom","recall","0.419707070707071"
"../scenariosimul/connect-4Train.csv","11","multinom","accuracy","0.572"
"../scenariosimul/connect-4Train.csv","15","multinom","precision","0.446363945578231"
"../scenariosimul/connect-4Train.csv","15","multinom","recall","0.419707070707071"
"../scenariosimul/connect-4Train.csv","15","multinom","accuracy","0.572"
"../scenariosimul/connect-4Train.csv","2","lda","precision","0.422644351464435"
"../scenariosimul/connect-4Train.csv","2","lda","recall","0.399414141414141"
"../scenariosimul/connect-4Train.csv","2","lda","accuracy","0.524"
"../scenariosimul/connect-4Train.csv","4","lda","precision","0.422644351464435"
"../scenariosimul/connect-4Train.csv","4","lda","recall","0.399414141414141"
"../scenariosimul/connect-4Train.csv","4","lda","accuracy","0.524"
"../scenariosimul/connect-4Train.csv","7","lda","precision","0.422644351464435"
"../scenariosimul/connect-4Train.csv","7","lda","recall","0.399414141414141"
"../scenariosimul/connect-4Train.csv","7","lda","accuracy","0.524"
"../scenariosimul/connect-4Train.csv","11","lda","precision","0.422644351464435"
"../scenariosimul/connect-4Train.csv","11","lda","recall","0.399414141414141"
"../scenariosimul/connect-4Train.csv","11","lda","accuracy","0.524"
"../scenariosimul/connect-4Train.csv","15","lda","precision","0.422644351464435"
"../scenariosimul/connect-4Train.csv","15","lda","recall","0.399414141414141"
"../scenariosimul/connect-4Train.csv","15","lda","accuracy","0.524"
"../scenariosimul/connect-4Train.csv","2","forest","precision","0.545593495934959"
"../scenariosimul/connect-4Train.csv","2","forest","recall","0.713480895915679"
"../scenariosimul/connect-4Train.csv","2","forest","accuracy","0.544"
"../scenariosimul/connect-4Train.csv","4","forest","precision","0.545593495934959"
"../scenariosimul/connect-4Train.csv","4","forest","recall","0.713480895915679"
"../scenariosimul/connect-4Train.csv","4","forest","accuracy","0.544"
"../scenariosimul/connect-4Train.csv","7","forest","precision","0.545593495934959"
"../scenariosimul/connect-4Train.csv","7","forest","recall","0.713480895915679"
"../scenariosimul/connect-4Train.csv","7","forest","accuracy","0.544"
"../scenariosimul/connect-4Train.csv","11","forest","precision","0.545593495934959"
"../scenariosimul/connect-4Train.csv","11","forest","recall","0.713480895915679"
"../scenariosimul/connect-4Train.csv","11","forest","accuracy","0.544"
"../scenariosimul/connect-4Train.csv","15","forest","precision","0.545593495934959"
"../scenariosimul/connect-4Train.csv","15","forest","recall","0.713480895915679"
"../scenariosimul/connect-4Train.csv","15","forest","accuracy","0.544"
"../scenariosimul/connect-4Train.csv","2","svm","precision","0.552"
"../scenariosimul/connect-4Train.csv","2","svm","recall","0.726424242424242"
"../scenariosimul/connect-4Train.csv","2","svm","accuracy","0.552"
"../scenariosimul/connect-4Train.csv","4","svm","precision","0.552"
"../scenariosimul/connect-4Train.csv","4","svm","recall","0.726424242424242"
"../scenariosimul/connect-4Train.csv","4","svm","accuracy","0.552"
"../scenariosimul/connect-4Train.csv","7","svm","precision","0.552"
"../scenariosimul/connect-4Train.csv","7","svm","recall","0.726424242424242"
"../scenariosimul/connect-4Train.csv","7","svm","accuracy","0.552"
"../scenariosimul/connect-4Train.csv","11","svm","precision","0.552"
"../scenariosimul/connect-4Train.csv","11","svm","recall","0.726424242424242"
"../scenariosimul/connect-4Train.csv","11","svm","accuracy","0.552"
"../scenariosimul/connect-4Train.csv","15","svm","precision","0.552"
"../scenariosimul/connect-4Train.csv","15","svm","recall","0.726424242424242"
"../scenariosimul/connect-4Train.csv","15","svm","accuracy","0.552"
"../scenariosimul/connect-4Train.csv","2","xgboost","precision","0.568457935859788"
"../scenariosimul/connect-4Train.csv","2","xgboost","recall","0.721810276679842"
"../scenariosimul/connect-4Train.csv","2","xgboost","accuracy","0.568"
"../scenariosimul/connect-4Train.csv","4","xgboost","precision","0.568457935859788"
"../scenariosimul/connect-4Train.csv","4","xgboost","recall","0.721810276679842"
"../scenariosimul/connect-4Train.csv","4","xgboost","accuracy","0.568"
"../scenariosimul/connect-4Train.csv","7","xgboost","precision","0.568457935859788"
"../scenariosimul/connect-4Train.csv","7","xgboost","recall","0.721810276679842"
"../scenariosimul/connect-4Train.csv","7","xgboost","accuracy","0.568"
"../scenariosimul/connect-4Train.csv","11","xgboost","precision","0.568457935859788"
"../scenariosimul/connect-4Train.csv","11","xgboost","recall","0.721810276679842"
"../scenariosimul/connect-4Train.csv","11","xgboost","accuracy","0.568"
"../scenariosimul/connect-4Train.csv","15","xgboost","precision","0.568457935859788"
"../scenariosimul/connect-4Train.csv","15","xgboost","recall","0.721810276679842"
"../scenariosimul/connect-4Train.csv","15","xgboost","accuracy","0.568"
"../scenariosimul/connect-4Train.csv","2","multinom","precision","0.54764103465654"
"../scenariosimul/connect-4Train.csv","2","multinom","recall","0.697507246376812"
"../scenariosimul/connect-4Train.csv","2","multinom","accuracy","0.536"
"../scenariosimul/connect-4Train.csv","4","multinom","precision","0.54764103465654"
"../scenariosimul/connect-4Train.csv","4","multinom","recall","0.697507246376812"
"../scenariosimul/connect-4Train.csv","4","multinom","accuracy","0.536"
"../scenariosimul/connect-4Train.csv","7","multinom","precision","0.54764103465654"
"../scenariosimul/connect-4Train.csv","7","multinom","recall","0.697507246376812"
"../scenariosimul/connect-4Train.csv","7","multinom","accuracy","0.536"
"../scenariosimul/connect-4Train.csv","11","multinom","precision","0.54764103465654"
"../scenariosimul/connect-4Train.csv","11","multinom","recall","0.697507246376812"
"../scenariosimul/connect-4Train.csv","11","multinom","accuracy","0.536"
"../scenariosimul/connect-4Train.csv","15","multinom","precision","0.54764103465654"
"../scenariosimul/connect-4Train.csv","15","multinom","recall","0.697507246376812"
"../scenariosimul/connect-4Train.csv","15","multinom","accuracy","0.536"
"../scenariosimul/connect-4Train.csv","2","lda","precision","0.537204184704185"
"../scenariosimul/connect-4Train.csv","2","lda","recall","0.677966622749231"
"../scenariosimul/connect-4Train.csv","2","lda","accuracy","0.52"
"../scenariosimul/connect-4Train.csv","4","lda","precision","0.537204184704185"
"../scenariosimul/connect-4Train.csv","4","lda","recall","0.677966622749231"
"../scenariosimul/connect-4Train.csv","4","lda","accuracy","0.52"
"../scenariosimul/connect-4Train.csv","7","lda","precision","0.537204184704185"
"../scenariosimul/connect-4Train.csv","7","lda","recall","0.677966622749231"
"../scenariosimul/connect-4Train.csv","7","lda","accuracy","0.52"
"../scenariosimul/connect-4Train.csv","11","lda","precision","0.537204184704185"
"../scenariosimul/connect-4Train.csv","11","lda","recall","0.677966622749231"
"../scenariosimul/connect-4Train.csv","11","lda","accuracy","0.52"
"../scenariosimul/connect-4Train.csv","15","lda","precision","0.537204184704185"
"../scenariosimul/connect-4Train.csv","15","lda","recall","0.677966622749231"
"../scenariosimul/connect-4Train.csv","15","lda","accuracy","0.52"
"../scenariosimul/cleankdd_train.csv","2","forest","precision","0.950149775298311"
"../scenariosimul/cleankdd_train.csv","2","forest","recall","0.9355183050097"
"../scenariosimul/cleankdd_train.csv","2","forest","accuracy","0.936"
"../scenariosimul/cleankdd_train.csv","4","forest","precision","0.950149775298311"
"../scenariosimul/cleankdd_train.csv","4","forest","recall","0.9355183050097"
"../scenariosimul/cleankdd_train.csv","4","forest","accuracy","0.936"
"../scenariosimul/cleankdd_train.csv","7","forest","precision","0.950149775298311"
"../scenariosimul/cleankdd_train.csv","7","forest","recall","0.9355183050097"
"../scenariosimul/cleankdd_train.csv","7","forest","accuracy","0.936"
"../scenariosimul/cleankdd_train.csv","11","forest","precision","0.950149775298311"
"../scenariosimul/cleankdd_train.csv","11","forest","recall","0.9355183050097"
"../scenariosimul/cleankdd_train.csv","11","forest","accuracy","0.936"
"../scenariosimul/cleankdd_train.csv","15","forest","precision","0.950149775298311"
"../scenariosimul/cleankdd_train.csv","15","forest","recall","0.9355183050097"
"../scenariosimul/cleankdd_train.csv","15","forest","accuracy","0.936"
"../scenariosimul/cleankdd_train.csv","2","svm","precision","0.879710144927536"
"../scenariosimul/cleankdd_train.csv","2","svm","recall","0.931406352863726"
"../scenariosimul/cleankdd_train.csv","2","svm","accuracy","0.9"
"../scenariosimul/cleankdd_train.csv","4","svm","precision","0.879710144927536"
"../scenariosimul/cleankdd_train.csv","4","svm","recall","0.931406352863726"
"../scenariosimul/cleankdd_train.csv","4","svm","accuracy","0.9"
"../scenariosimul/cleankdd_train.csv","7","svm","precision","0.879710144927536"
"../scenariosimul/cleankdd_train.csv","7","svm","recall","0.931406352863726"
"../scenariosimul/cleankdd_train.csv","7","svm","accuracy","0.9"
"../scenariosimul/cleankdd_train.csv","11","svm","precision","0.879710144927536"
"../scenariosimul/cleankdd_train.csv","11","svm","recall","0.931406352863726"
"../scenariosimul/cleankdd_train.csv","11","svm","accuracy","0.9"
"../scenariosimul/cleankdd_train.csv","15","svm","precision","0.879710144927536"
"../scenariosimul/cleankdd_train.csv","15","svm","recall","0.931406352863726"
"../scenariosimul/cleankdd_train.csv","15","svm","accuracy","0.9"
"../scenariosimul/cleankdd_train.csv","2","xgboost","precision","0.929070822598954"
"../scenariosimul/cleankdd_train.csv","2","xgboost","recall","0.8693951627468"
"../scenariosimul/cleankdd_train.csv","2","xgboost","accuracy","0.888"
"../scenariosimul/cleankdd_train.csv","4","xgboost","precision","0.929070822598954"
"../scenariosimul/cleankdd_train.csv","4","xgboost","recall","0.8693951627468"
"../scenariosimul/cleankdd_train.csv","4","xgboost","accuracy","0.888"
"../scenariosimul/cleankdd_train.csv","7","xgboost","precision","0.929070822598954"
"../scenariosimul/cleankdd_train.csv","7","xgboost","recall","0.8693951627468"
"../scenariosimul/cleankdd_train.csv","7","xgboost","accuracy","0.888"
"../scenariosimul/cleankdd_train.csv","11","xgboost","precision","0.929070822598954"
"../scenariosimul/cleankdd_train.csv","11","xgboost","recall","0.8693951627468"
"../scenariosimul/cleankdd_train.csv","11","xgboost","accuracy","0.888"
"../scenariosimul/cleankdd_train.csv","15","xgboost","precision","0.929070822598954"
"../scenariosimul/cleankdd_train.csv","15","xgboost","recall","0.8693951627468"
"../scenariosimul/cleankdd_train.csv","15","xgboost","accuracy","0.888"
"../scenariosimul/cleankdd_train.csv","2","multinom","precision","0.953426073636192"
"../scenariosimul/cleankdd_train.csv","2","multinom","recall","0.918959227367796"
"../scenariosimul/cleankdd_train.csv","2","multinom","accuracy","0.924"
"../scenariosimul/cleankdd_train.csv","4","multinom","precision","0.953426073636192"
"../scenariosimul/cleankdd_train.csv","4","multinom","recall","0.918959227367796"
"../scenariosimul/cleankdd_train.csv","4","multinom","accuracy","0.924"
"../scenariosimul/cleankdd_train.csv","7","multinom","precision","0.953426073636192"
"../scenariosimul/cleankdd_train.csv","7","multinom","recall","0.918959227367796"
"../scenariosimul/cleankdd_train.csv","7","multinom","accuracy","0.924"
"../scenariosimul/cleankdd_train.csv","11","multinom","precision","0.953426073636192"
"../scenariosimul/cleankdd_train.csv","11","multinom","recall","0.918959227367796"
"../scenariosimul/cleankdd_train.csv","11","multinom","accuracy","0.924"
"../scenariosimul/cleankdd_train.csv","15","multinom","precision","0.953426073636192"
"../scenariosimul/cleankdd_train.csv","15","multinom","recall","0.918959227367796"
"../scenariosimul/cleankdd_train.csv","15","multinom","accuracy","0.924"
"../scenariosimul/cleankdd_train.csv","2","lda","precision","0.908120058785846"
"../scenariosimul/cleankdd_train.csv","2","lda","recall","0.818382848229215"
"../scenariosimul/cleankdd_train.csv","2","lda","accuracy","0.844"
"../scenariosimul/cleankdd_train.csv","4","lda","precision","0.908120058785846"
"../scenariosimul/cleankdd_train.csv","4","lda","recall","0.818382848229215"
"../scenariosimul/cleankdd_train.csv","4","lda","accuracy","0.844"
"../scenariosimul/cleankdd_train.csv","7","lda","precision","0.908120058785846"
"../scenariosimul/cleankdd_train.csv","7","lda","recall","0.818382848229215"
"../scenariosimul/cleankdd_train.csv","7","lda","accuracy","0.844"
"../scenariosimul/cleankdd_train.csv","11","lda","precision","0.908120058785846"
"../scenariosimul/cleankdd_train.csv","11","lda","recall","0.818382848229215"
"../scenariosimul/cleankdd_train.csv","11","lda","accuracy","0.844"
"../scenariosimul/cleankdd_train.csv","15","lda","precision","0.908120058785846"
